"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL270299";"BAY-11-7085";"BAY-117085";"Small molecule";"0";"249.34";"156";"411";"2.80";"57.93";"3";"0";"0";"2";"Y";"0.76";"None";"None";"2.74";"2.74";"1";"MOL";"-1";"17";"3";"0";"0";"249.0823";"NEUTRAL";"C13H15NO2S";"CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1";"VHKZGNPOHPFPER-ONNFQVAWSA-N"
"CHEMBL1431";"METFORMIN";"LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|Metformin";"Small molecule";"4";"129.17";"727";"2788";"-1.03";"88.99";"2";"4";"0";"0";"N";"0.25";"None";"12.33";"-0.92";"-5.62";"0";"MOL";"0";"9";"5";"5";"0";"129.1014";"BASE";"C4H11N5";"CN(C)C(=N)NC(=N)N";"XZWYZXLIPXDOLR-UHFFFAOYSA-N"
"CHEMBL1390";"";"";"Small molecule";"0";"344.50";"149";"390";"4.08";"54.37";"3";"1";"0";"1";"N";"0.78";"12.70";"None";"3.69";"3.69";"0";"MOL";"-1";"25";"3";"1";"0";"344.2351";"NEUTRAL";"C22H32O3";"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C";"FRQMUZJSZHZSGN-HBNHAYAOSA-N"
"CHEMBL1215";"PHENYLEPHRINE";"(-)-PHENYLEPHRINE|(R)-PHENYLEPHRINE|AB-101 (PHENYLEPHRINE)|Cyclomydril|Duo-Medihaler|J8.601K|M-OXEDRINE|M-SYMPATHOL|M-SYMPATOL|M-SYNEPHRINE|META-SYNEPHRINE|METASYNEPHRINE|PHENYLEPHRINE|PHENYLEPHRINE MINIMS|PHENYLEPHRINE, (R)-|Phenylephrine|R(-)-MEZATON";"Small molecule";"4";"167.21";"48";"605";"0.65";"52.49";"3";"3";"0";"3";"Y";"0.62";"9.07";"9.69";"-0.07";"-1.35";"1";"MOL";"0";"12";"3";"3";"0";"167.0946";"BASE";"C9H13NO2";"CNC[C@H](O)c1cccc(O)c1";"SONNWYBIRXJNDC-VIFPVBQESA-N"
"CHEMBL644";"TRIMIPRAMINE";"7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|TRIMEPROPRIMINE|TRIMIPRAMINE|Trimipramine";"Small molecule";"4";"294.44";"23";"110";"4.12";"6.48";"2";"0";"0";"4";"N";"0.84";"None";"9.42";"4.76";"2.75";"2";"MOL";"0";"22";"2";"0";"0";"294.2096";"BASE";"C20H26N2";"CC(CN(C)C)CN1c2ccccc2CCc2ccccc21";"ZSCDBOWYZJWBIY-UHFFFAOYSA-N"
"CHEMBL110";"BENZNIDAZOLE";"BENZNIDAZOLE|BENZNIDAZOLUM|BENZONIDAZOL|NSC-299972|RADANIL|RO 07-1051|RO-07-1051|RO-7-1051|ROCHAGAN";"Small molecule";"4";"260.25";"88";"1851";"1.11";"90.06";"5";"1";"0";"5";"N";"0.64";"13.68";"0.20";"1.32";"1.32";"2";"MOL";"0";"19";"7";"1";"0";"260.0909";"NEUTRAL";"C12H12N4O3";"O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1";"CULUWZNBISUWAS-UHFFFAOYSA-N"
"CHEMBL606";"MISOPROSTOL";"Cytotec|MISOPROSTOL|MYSODELLE|SC-29333|TOPOGYNE";"Small molecule";"4";"382.54";"24";"111";"3.95";"83.83";"5";"2";"0";"13";"N";"0.29";"None";"None";"3.86";"3.86";"0";"MOL";"0";"27";"5";"2";"0";"382.2719";"NEUTRAL";"C22H38O5";"CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC";"OJLOPKGSLYJEMD-URPKTTJQSA-N"
"CHEMBL257839";"KUROMANIN";"Kuromanin";"Small molecule";"0";"449.39";"13";"64";"0.38";"191.60";"10";"8";"1";"4";"N";"0.20";"6.39";"None";"0.39";"-0.94";"3";"MOL";"-1";"32";"11";"8";"2";"449.1078";"ACID";"C21H21O11+";"OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O";"RKWHWFONKJEUEF-GQUPQBGVSA-O"
"CHEMBL34259";"METHOTREXATE";"(R)-METHOTREXATE|ADX-2191|AMETHOPTERIN|Abitrexate|Amethopterin|CL 14377|CL-14377|D-AMETHOPTERIN|D-METHOTREXATE|EBETREX|EMT-25299|EMTEXATE HIGH-POT|EMTEXATE PF|Folex|MAXTREX|METHOTREXATE|METHOTREXATE, (R)-|METHOTREXATE, D-|METHOTREXATUM|METHYLAMINOPTERIN|METOJECT|Mexate|Mexate-AQ|NSC-740|OTREXUP|OTREXUP PFS|R-9985|R-METHOTREXATE|RASUVO|REDITREX|Rheumatrex|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall|ZLATAL|methotrexate";"Small molecule";"4";"454.45";"914";"4001";"0.27";"210.54";"10";"5";"0";"9";"N";"0.29";"3.25";"2.80";"-0.24";"-6.56";"3";"MOL";"0";"33";"13";"7";"2";"454.1713";"ACID";"C20H22N8O5";"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1";"FBOZXECLQNJBKD-ZDUSSCGKSA-N"
"CHEMBL469";"KETOROLAC";"KETOROLAC|Ketorolac";"Small molecule";"4";"255.27";"132";"773";"2.29";"59.30";"3";"1";"0";"3";"Y";"0.86";"3.84";"None";"2.28";"-0.96";"2";"MOL";"0";"19";"4";"1";"0";"255.0895";"ACID";"C15H13NO3";"O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O";"OZWKMVRBQXNZKK-UHFFFAOYSA-N"
"CHEMBL137";"METRONIDAZOLE";"ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DEFLAMON|DRAZIFON|ELYZOL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl|Flagyl 375|Flagyl i.v. rtu in plastic container|GINEFLAVIR|METRO I.V.|METROCREAM|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|Metrogel|NEUTRATOP|NORZOL|NSC-50364|NSC-69587|NUVESSA|Noritate|ORVAGIL|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|Vandazole|ZADSTAT|ZIDOVAL|ZYOMET";"Small molecule";"4";"171.16";"301";"3365";"0.09";"81.19";"5";"1";"0";"3";"N";"0.52";"None";"3.03";"-0.46";"-0.46";"1";"MOL";"0";"12";"6";"1";"0";"171.0644";"NEUTRAL";"C6H9N3O3";"Cc1ncc([N+](=O)[O-])n1CCO";"VAOCPAMSLUNLGC-UHFFFAOYSA-N"
"CHEMBL98";"VORINOSTAT";"MK-0683|MK0683|NSC-701852|NSC-748799|NSC-759852|SUBEROYLANILIDE HYDROXAMIC ACID|VORINOSTAT|Zolinza";"Small molecule";"4";"264.32";"859";"5950";"2.47";"78.43";"3";"3";"0";"8";"N";"0.38";"8.91";"None";"2.00";"1.99";"1";"MOL";"0";"19";"5";"3";"0";"264.1474";"NEUTRAL";"C14H20N2O3";"O=C(CCCCCCC(=O)Nc1ccccc1)NO";"WAEXFXRVDQXREF-UHFFFAOYSA-N"
"CHEMBL2364611";"GALUNISERTIB";"GALUNISERTIB|Galunisertib|LY-2157299|LY2157299";"Small molecule";"2";"369.43";"302";"364";"3.51";"86.69";"5";"1";"0";"3";"N";"0.60";"None";"3.36";"2.64";"2.64";"4";"MOL";"0";"28";"6";"2";"0";"369.1590";"NEUTRAL";"C22H19N5O";"Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1";"IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"CHEMBL416956";"MEFLOQUINE";"GNF-Pf-5544|Lariam|MEFLOQUINE|Mefaquin|Mefloquine|NSC-758233|RO 21-5998|RO-215998|WR 142,490";"Small molecule";"4";"378.32";"72";"719";"4.45";"45.15";"3";"2";"0";"2";"N";"0.76";"13.79";"9.46";"4.11";"2.07";"2";"MOL";"0";"26";"3";"2";"0";"378.1167";"BASE";"C17H16F6N2O";"OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1";"XEEQGYMUWCZPDN-UHFFFAOYSA-N"
"CHEMBL1485";"ARGININE";"ARGININE|Arginine|L-ARGININE|NSC-206269";"Small molecule";"4";"174.20";"53";"164";"-1.34";"125.22";"3";"5";"0";"5";"N";"0.20";"2.41";"12.41";"-3.16";"-4.85";"0";"MOL";"0";"12";"6";"7";"1";"174.1117";"ZWITTERION";"C6H14N4O2";"N=C(N)NCCC[C@H](N)C(=O)O";"ODKSFYDXXFIFQN-BYPYZUCNSA-N"
"CHEMBL8412";"IPSAPIRONE";"IPSAPIRONE";"Small molecule";"0";"401.49";"45";"101";"1.22";"86.71";"7";"0";"0";"6";"N";"0.67";"None";"7.14";"1.76";"1.57";"2";"MOL";"0";"28";"8";"0";"0";"401.1522";"NEUTRAL";"C19H23N5O3S";"O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1";"TZJUVVIWVWFLCD-UHFFFAOYSA-N"
"CHEMBL1230607";"PHA-793887";"PHA-793887";"Small molecule";"1";"361.49";"316";"1179";"2.31";"81.33";"4";"2";"0";"4";"N";"0.86";"11.15";"8.79";"1.57";"0.16";"1";"MOL";"0";"26";"7";"2";"0";"361.2478";"BASE";"C19H31N5O2";"CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C";"HUXYBQXJVXOMKX-UHFFFAOYSA-N"
"CHEMBL1952329";"SGI-1776";"SGI-1776";"Small molecule";"1";"405.42";"310";"413";"4.05";"54.69";"6";"1";"0";"5";"N";"0.69";"None";"9.29";"4.21";"2.32";"3";"MOL";"0";"29";"6";"1";"0";"405.1776";"BASE";"C20H22F3N5O";"CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1";"MHXGEROHKGDZGO-UHFFFAOYSA-N"
"CHEMBL1614707";"MUBRITINIB";"MUBRITINIB|Mubritinib|TAK-165";"Small molecule";"1";"468.48";"286";"298";"6.06";"65.97";"6";"0";"1";"10";"N";"0.26";"None";"0.74";"5.96";"5.96";"4";"MOL";"0";"34";"6";"0";"1";"468.1773";"NEUTRAL";"C25H23F3N4O2";"FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1";"ZTFBIUXIQYRUNT-MDWZMJQESA-N"
"CHEMBL25101";"";"";"Small molecule";"0";"370.54";"19";"22";"2.20";"79.18";"4";"4";"0";"14";"N";"0.38";"None";"10.79";"1.19";"-5.32";"2";"MOL";"-1";"27";"5";"5";"0";"370.2733";"BASE";"C22H34N4O";"NCCCNCCCCNCCCNC(=O)Cc1cccc2ccccc12";"ZUINPPQIQARTKX-UHFFFAOYSA-N"
"CHEMBL108660";"";"";"Small molecule";"0";"266.30";"30";"45";"3.68";"39.44";"3";"0";"0";"3";"N";"0.68";"None";"None";"3.65";"3.65";"3";"MOL";"-1";"20";"3";"0";"0";"266.0943";"NEUTRAL";"C17H14O3";"Cc1cc(=O)oc2cc(OCc3ccccc3)ccc12";"RTORNQDWFDEDPT-UHFFFAOYSA-N"
"CHEMBL1276308";"MIFEPRISTONE";"KORLYM|MIFEGYNE|MIFEPRISTONE|Mifeprex|NSC-759862|RU 38486|RU 486|RU-38486|RU-486|RU486";"Small molecule";"4";"429.60";"214";"1556";"5.41";"40.54";"3";"1";"1";"2";"N";"0.64";"12.87";"4.89";"5.13";"5.13";"1";"MOL";"0";"32";"3";"1";"1";"429.2668";"NEUTRAL";"C29H35NO2";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C";"VKHAHZOOUSRJNA-GCNJZUOMSA-N"
"CHEMBL343448";"ROMIDEPSIN";"Chromadax|DEPSIPEPTIDE|FK-228|FK228|FR-901228|FR901228|ISTODAX|NSC-630176|ROMIDEPSIN";"Protein";"4";"540.71";"75";"267";"1.43";"142.70";"8";"4";"1";"2";"N";"0.18";"10.67";"None";"1.08";"1.08";"0";"MOL";"0";"36";"10";"4";"1";"540.2076";"NEUTRAL";"C24H36N4O6S2";"C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O";"OHRURASPPZQGQM-GCCNXGTGSA-N"
"CHEMBL522892";"DOVITINIB";"CHIR-258|DOVITINIB|Dovitinib|GFKI-258|NVP-TKI258|TKI-258";"Small molecule";"3";"392.44";"494";"1346";"2.54";"94.04";"5";"3";"0";"2";"N";"0.49";"8.56";"7.87";"1.35";"1.04";"4";"MOL";"0";"29";"7";"4";"0";"392.1761";"NEUTRAL";"C21H21FN6O";"CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1";"PIQCTGMSNWUMAF-UHFFFAOYSA-N"
"CHEMBL1465";"PHENPROCOUMON";"BS-7565|FENCUMAR|Liquamar|MARCOUMAR|MARCUMAR|PHENPROCOUMAROL|PHENPROCOUMAROLE|PHENPROCOUMON|PHENPROCUMONE|RO-1-4849";"Small molecule";"4";"280.32";"13";"42";"4.04";"50.44";"3";"1";"0";"3";"N";"0.74";"5.67";"None";"3.74";"2.03";"3";"MOL";"0";"21";"3";"1";"0";"280.1099";"ACID";"C18H16O3";"CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O";"DQDAYGNAKTZFIW-UHFFFAOYSA-N"
"CHEMBL2386889";"SCH-900776";"MK-8776|SCH 900776|SCH-900776";"Small molecule";"2";"376.26";"289";"301";"1.94";"86.06";"7";"2";"0";"2";"N";"0.71";"None";"9.58";"1.15";"-1.00";"3";"MOL";"0";"23";"7";"3";"0";"375.0807";"BASE";"C15H18BrN7";"Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1";"GMIZZEXBPRLVIV-SECBINFHSA-N"
"CHEMBL47";"VITAMIN E";"Alpha Tocopherol|Aquasol E|E307|Tocopherol|Tocopherol (Vit E)|Vitamin E";"Small molecule";"0";"430.72";"180";"785";"8.84";"29.46";"2";"1";"1";"12";"N";"0.36";"10.80";"None";"10.51";"10.51";"1";"MOL";"-1";"31";"2";"1";"1";"430.3811";"NEUTRAL";"C29H50O2";"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2";"GVJHHUAWPYXKBD-IEOSBIPESA-N"
"CHEMBL288441";"BOSUTINIB";"BOSULIF|BOSUTINIB|BOSUTINIB (AS MONOHYDRATE)|BOSUTINIB HYDRATE|BOSUTINIB MONOHYDRATE|SK-606|SKI-606";"Small molecule";"4";"530.46";"1073";"1553";"5.19";"82.88";"8";"1";"2";"9";"N";"0.38";"None";"8.03";"4.09";"3.37";"3";"MOL";"0";"36";"8";"1";"2";"529.1647";"NEUTRAL";"C26H29Cl2N5O3";"COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl";"UBPYILGKFZZVDX-UHFFFAOYSA-N"
"CHEMBL122";"ROFECOXIB";"M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|ROFECOXIB|TRM-201|Vioxx";"Small molecule";"4";"314.36";"212";"1529";"2.56";"60.44";"4";"0";"0";"3";"N";"0.82";"13.12";"None";"2.56";"2.56";"2";"MOL";"0";"22";"4";"0";"0";"314.0613";"NEUTRAL";"C17H14O4S";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"RZJQGNCSTQAWON-UHFFFAOYSA-N"
"CHEMBL3186534";"RIVOCERANIB";"APATINIB|APATINIB FREE BASE|RIVOCERANIB|YN968D1|YN968D1 FREE BASE";"Small molecule";"3";"397.48";"302";"320";"4.68";"90.70";"5";"2";"0";"6";"N";"0.63";"None";"5.41";"4.29";"4.29";"3";"MOL";"0";"30";"6";"2";"0";"397.1903";"NEUTRAL";"C24H23N5O";"N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1";"WPEWQEMJFLWMLV-UHFFFAOYSA-N"
"CHEMBL808";"ECONAZOLE";"ECONAZOLE|Econazole|NSC-187789|Spectazole";"Small molecule";"4";"381.69";"219";"1131";"5.80";"27.05";"3";"0";"1";"6";"N";"0.54";"None";"6.48";"5.35";"5.32";"3";"MOL";"0";"24";"3";"0";"1";"380.0250";"NEUTRAL";"C18H15Cl3N2O";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1";"LEZWWPYKPKIXLL-UHFFFAOYSA-N"
"CHEMBL1643";"RIBAVIRIN";"COTRONAK|Copegus|NSC-163039|RIBAVARIN|RIBAVIRIN|RIBAVIRIN BIOPARTNERS|RIBAVIRIN MYLAN|RIBAVIRIN TEVA|Rebetol|RibaPak|Ribasphere|Ribofluranosyl Carboxamide|SCH 18908|SCH-18908|TRIBAVIRIN|Tribavirin|VIRAZID|Viramid|Virazole";"Small molecule";"4";"244.21";"318";"3498";"-3.01";"143.72";"8";"4";"0";"3";"N";"0.44";"11.88";"None";"-2.77";"-2.77";"1";"MOL";"0";"17";"9";"5";"0";"244.0808";"NEUTRAL";"C8H12N4O5";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"IWUCXVSUMQZMFG-AFCXAGJDSA-N"
"CHEMBL1219";"RABEPRAZOLE";"Aciphex|E-3810 (PPI)|E3810|ERALOC|LY-307640|LY307640|PARIPRAZOLE|RABEPRAZOLE|Rabeprazole";"Small molecule";"4";"359.45";"148";"671";"2.99";"77.10";"5";"1";"0";"8";"N";"0.63";"9.35";"4.24";"2.09";"2.09";"3";"MOL";"0";"25";"6";"1";"0";"359.1304";"NEUTRAL";"C18H21N3O3S";"COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C";"YREYEVIYCVEVJK-UHFFFAOYSA-N"
"CHEMBL1542";"AZATHIOPRINE";"AZAMUNE|AZAPRESS|AZATHIOPRINE|AZATHIOPRINUM|Azasan|BERKAPRINE|BW-57-322|IMMUNOPRIN 50|Imuran|KENTAPRINE|NSC-39084|OPRISINE 50";"Small molecule";"4";"277.27";"189";"3038";"1.15";"115.42";"8";"1";"0";"3";"N";"0.43";"8.62";"2.16";"1.17";"1.15";"3";"MOL";"0";"19";"9";"1";"0";"277.0382";"NEUTRAL";"C9H7N7O2S";"Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12";"LMEKQMALGUDUQG-UHFFFAOYSA-N"
"CHEMBL1118";"DESVENLAFAXINE";"D-VENIZ|DESVENLAFAXINE|KHEDEZLA|MDD-XR|NEWVEN|O-DESMETHYLVENLAFAXINE|ODV|Pristiq";"Small molecule";"4";"263.38";"23";"68";"2.73";"43.70";"3";"2";"0";"4";"N";"0.88";"10.11";"8.87";"2.29";"1.07";"1";"MOL";"0";"19";"3";"2";"0";"263.1885";"BASE";"C16H25NO2";"CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1";"KYYIDSXMWOZKMP-UHFFFAOYSA-N"
"CHEMBL349605";"E968";"E968";"Small molecule";"0";"122.12";"5";"13";"-2.31";"80.92";"4";"4";"0";"3";"N";"0.34";"13.04";"None";"-2.47";"-2.47";"0";"MOL";"-1";"8";"4";"4";"0";"122.0579";"NEUTRAL";"C4H10O4";"OC[C@H](O)[C@H](O)CO";"UNXHWFMMPAWVPI-ZXZARUISSA-N"
"CHEMBL549";"CITALOPRAM";"CITADUR|CITALOPRAM|Celexa|Citalopram";"Small molecule";"4";"324.40";"156";"996";"3.81";"36.26";"3";"0";"0";"5";"N";"0.84";"None";"9.78";"3.76";"1.41";"2";"MOL";"0";"24";"3";"0";"0";"324.1638";"BASE";"C20H21FN2O";"CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21";"WSEQXVZVJXJVFP-UHFFFAOYSA-N"
"CHEMBL473417";"VISMODEGIB";"ERIVEDGE|GDC-0449|NSC-747691|NSC-755986|VISMODEGIB";"Small molecule";"4";"421.31";"605";"882";"4.71";"76.13";"4";"1";"0";"4";"N";"0.66";"13.50";"3.70";"3.93";"3.93";"3";"MOL";"0";"27";"5";"1";"0";"420.0102";"NEUTRAL";"C19H14Cl2N2O3S";"CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1";"BPQMGSKTAYIVFO-UHFFFAOYSA-N"
"CHEMBL235668";"TIPIRACIL";"MA-1|TIPIRACIL|TPI (freebase)";"Small molecule";"4";"242.67";"5";"14";"1.11";"93.33";"5";"3";"0";"2";"N";"0.72";"10.49";"11.34";"0.78";"-1.36";"1";"MOL";"0";"16";"6";"3";"0";"242.0571";"BASE";"C9H11ClN4O2";"N=C1CCCN1Cc1nc(O)nc(O)c1Cl";"QQHMKNYGKVVGCZ-UHFFFAOYSA-N"
"CHEMBL1269896";"";"";"Small molecule";"0";"430.49";"11";"15";"4.85";"74.45";"7";"0";"0";"6";"N";"0.25";"None";"None";"5.30";"5.30";"4";"MOL";"-1";"31";"6";"0";"0";"430.0987";"NEUTRAL";"C24H18N2O4S";"COc1ccc(C(=O)OCC#CCSc2nnc(-c3cccc4ccccc34)o2)cc1";"PYNKKMZSVFDYAC-UHFFFAOYSA-N"
"CHEMBL60718";"TPCK";"Tosyl-L-Phenylalanine Chloromethyl Ketone";"Small molecule";"0";"351.86";"146";"280";"2.69";"63.24";"3";"1";"0";"7";"N";"0.78";"10.17";"None";"3.89";"3.89";"2";"MOL";"-1";"23";"4";"1";"0";"351.0696";"NEUTRAL";"C17H18ClNO3S";"Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1";"MQUQNUAYKLCRME-INIZCTEOSA-N"
"CHEMBL15511";"ENROFLOXACIN";"BAY VP 2674|Baytril|ENROFLOXACIN|ENROFLOXACIN FOR VETERINARY USE|NSC-758616";"Small molecule";"0";"359.40";"157";"928";"2.32";"65.78";"5";"1";"0";"4";"N";"0.91";"5.52";"6.66";"1.02";"0.41";"2";"MOL";"0";"26";"6";"1";"0";"359.1645";"ACID";"C19H22FN3O3";"CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1";"SPFYMRJSYKOXGV-UHFFFAOYSA-N"
"CHEMBL428676";"AMONAFIDE";"AMONAFIDE|AS-1413|NAFIDIMIDE|NSC-308847";"Small molecule";"3";"283.33";"114";"456";"1.58";"66.64";"4";"1";"0";"3";"N";"0.69";"None";"8.52";"1.10";"-0.05";"2";"MOL";"0";"21";"5";"2";"0";"283.1321";"BASE";"C16H17N3O2";"CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O";"UPALIKSFLSVKIS-UHFFFAOYSA-N"
"CHEMBL459";"METHYLDOPA";"(-)-.ALPHA.-METHYLDOPA|(S)-(-)-.ALPHA.-METHYLDOPA|.ALPHA.-METHYL-L-DOPA|ALPHA-METHYLDOPA|ANHYDROUS METHYLDOPA|Aldomet|BAYER-1440L|DOPAMET|J9.247I|L-.ALPHA.-METHYLDOPA|LEDERDOPA|MEDOMET|METALPHA 250|METALPHA 500|METHYLDOPA|METHYLDOPA (LEVOROTATORY)|METHYLDOPA ANHYDROUS|METHYLDOPA HYDRATE|METHYLDOPA SESQUIHYDRATE|METHYLDOPA, ANHYDROUS|MK-351|NSC-169916|NSC-760080";"Small molecule";"4";"211.22";"197";"2457";"0.44";"103.78";"4";"4";"0";"3";"N";"0.54";"1.73";"9.85";"-1.36";"-1.37";"1";"MOL";"0";"15";"5";"5";"0";"211.0845";"ZWITTERION";"C10H13NO4";"C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O";"CJCSPKMFHVPWAR-JTQLQIEISA-N"
"CHEMBL28079";"ZAPRINAST";"M&B 22948|NSC-757885|ZAPRINAST";"Small molecule";"0";"271.28";"172";"475";"1.50";"96.55";"5";"2";"0";"4";"N";"0.75";"5.82";"None";"1.79";"0.48";"3";"MOL";"0";"20";"7";"2";"0";"271.1069";"ACID";"C13H13N5O2";"CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1";"REZGGXNDEMKIQB-UHFFFAOYSA-N"
"CHEMBL658";"SUFENTANIL";"IDS-NS-001|R 30,730|R-30730|SUFENTANIL|SUFENTANYL|Sufentanil";"Small molecule";"4";"386.56";"20";"102";"4.21";"32.78";"4";"0";"0";"8";"N";"0.68";"None";"8.86";"3.61";"2.13";"2";"MOL";"0";"27";"4";"0";"0";"386.2028";"BASE";"C22H30N2O2S";"CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1";"GGCSSNBKKAUURC-UHFFFAOYSA-N"
"CHEMBL1464";"WARFARIN";"NSC-59813|WARFARIN|Warfarin";"Small molecule";"4";"308.33";"166";"1092";"3.61";"67.51";"4";"1";"0";"4";"N";"0.75";"5.56";"None";"2.74";"0.94";"3";"MOL";"0";"23";"4";"1";"0";"308.1049";"ACID";"C19H16O4";"CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O";"PJVWKTKQMONHTI-UHFFFAOYSA-N"
"CHEMBL1163";"ATAZANAVIR";"ATAZANAVIR|Atazanavir|BMS-232632|CGP-73547|REYATAZ";"Small molecule";"4";"704.87";"44";"794";"4.21";"171.22";"9";"5";"1";"14";"N";"0.15";"11.92";"4.42";"4.54";"4.54";"3";"MOL";"0";"51";"13";"5";"2";"704.3897";"NEUTRAL";"C38H52N6O7";"COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C";"AXRYRYVKAWYZBR-GASGPIRDSA-N"
"CHEMBL505";"CHLORPHENIRAMINE";"Antagonate|CHLOR-TRIMETON|CHLORPHENAMINE|CHLORPHENIRAMINE|Chlorpheniramine|Isoclor|Kloromin|Phenetron|Teldrin";"Small molecule";"4";"274.80";"47";"1573";"3.82";"16.13";"2";"0";"0";"5";"N";"0.82";"None";"9.47";"3.58";"1.52";"2";"MOL";"0";"19";"2";"0";"0";"274.1237";"BASE";"C16H19ClN2";"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1";"SOYKEARSMXGVTM-UHFFFAOYSA-N"
"CHEMBL514315";"NIFURATEL";"INIMUR|METHYLMERCADONE|Macmiror|Magmilor|NF-113|NIFURATEL|OMNES|Polmiror|SAP-113|Tydantil";"Small molecule";"0";"285.28";"3";"9";"1.71";"98.18";"7";"0";"0";"5";"N";"0.46";"None";"None";"1.72";"1.72";"1";"MOL";"0";"19";"8";"0";"0";"285.0419";"NEUTRAL";"C10H11N3O5S";"CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1";"SRQKTCXJCCHINN-NYYWCZLTSA-N"
