"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL220491";"BRINZOLAMIDE";"AL-4862|Azopt|BRINZOLAMIDE|NSC-760050";"Small molecule";"4";"383.52";"48";"384";"0.09";"118.80";"7";"2";"0";"7";"N";"0.64";"8.18";"6.50";"-0.58";"-0.55";"1";"MOL";"0";"23";"8";"3";"0";"383.0643";"NEUTRAL";"C12H21N3O5S3";"CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"HCRKCZRJWPKOAR-JTQLQIEISA-N"
"CHEMBL485818";"BAICALIN";"Baicalin";"Small molecule";"0";"446.36";"45";"198";"0.14";"187.12";"10";"6";"1";"4";"N";"0.30";"2.62";"None";"0.76";"-2.98";"3";"MOL";"-1";"32";"11";"6";"2";"446.0849";"ACID";"C21H18O11";"O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O";"IKIIZLYTISPENI-ZFORQUDYSA-N"
"CHEMBL16081";"ACETAMIDE";"Acetamide";"Small molecule";"0";"59.07";"21";"714";"-0.51";"43.09";"1";"1";"0";"0";"Y";"0.40";"None";"None";"-1.03";"-1.03";"0";"MOL";"-1";"4";"2";"2";"0";"59.0371";"NEUTRAL";"C2H5NO";"CC(N)=O";"DLFVBJFMPXGRIB-UHFFFAOYSA-N"
"CHEMBL449317";"HESPERIDIN";"HESPERIDIN|Hesperidin|NSC-31048";"Small molecule";"3";"610.57";"54";"104";"-1.16";"234.29";"15";"8";"3";"7";"N";"0.18";"8.61";"None";"-0.31";"-0.34";"2";"MOL";"0";"43";"15";"8";"3";"610.1898";"NEUTRAL";"C28H34O15";"COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O";"QUQPHWDTPGMPEX-QJBIFVCTSA-N"
"CHEMBL441472";"";"";"Small molecule";"0";"372.90";"19";"113";"4.39";"48.47";"3";"1";"0";"2";"N";"0.85";"13.68";"4.70";"4.59";"4.59";"2";"MOL";"-1";"26";"5";"1";"0";"372.1717";"NEUTRAL";"C20H25ClN4O";"CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1";"ROGUAPYLUCHQGK-UHFFFAOYSA-N"
"CHEMBL561";"LOMEFLOXACIN";"LOMEFLOXACIN|Lomefloxacin|Maxaquin|OKACYN|SC-47111A";"Small molecule";"4";"351.35";"175";"935";"1.80";"74.57";"5";"2";"0";"3";"N";"0.88";"5.45";"8.70";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"2";"0";"351.1394";"ZWITTERION";"C17H19F2N3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21";"ZEKZLJVOYLTDKK-UHFFFAOYSA-N"
"CHEMBL1201224";"CEFMENOXIME";"CEFMENOXIME|Cefmenoxime|SCE-1365";"Small molecule";"4";"511.57";"3";"20";"-0.87";"190.81";"14";"3";"2";"8";"N";"0.17";"2.73";"3.42";"-0.93";"-3.58";"2";"MOL";"0";"33";"14";"4";"2";"511.0515";"ACID";"C16H17N9O5S3";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1";"HJJDBAOLQAWBMH-YCRCPZNHSA-N"
"CHEMBL2074689";"ZOSUQUIDAR TRIHYDROCHLORIDE";"NSC-725086|ZOSUQUIDAR TRIHYDROCHLORIDE";"Small molecule";"3";"637.00";"6";"26";"5.21";"48.83";"5";"1";"2";"6";"N";"0.37";"None";"7.63";"4.82";"4.39";"4";"MOL";"0";"39";"5";"1";"2";"527.2384";"NEUTRAL";"C32H34Cl3F2N3O2";"Cl.Cl.Cl.O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1";"ZPFVQKPWGDRLHL-WITOOOCMSA-N"
"CHEMBL235363";"SUBSTANCE P";"NEUROKININ P|NEUROPEPTIDE SP-1|SH-OLIGOPEPTIDE-73|SUBSTANCE P|SUBSTANCE P (1-11)";"Protein";"1";"1347.66";"31";"145";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1346.7281";"None";"C63H98N18O13S";"CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O";"ADNPLDHMAVUMIW-CUZNLEPHSA-N"
"CHEMBL1201187";"MARAVIROC";"CELSENTRI|MARAVIROC|Maraviroc|Rel-Maraviroc|SELZENTRY|UK-427857";"Small molecule";"4";"513.68";"38";"193";"5.95";"63.05";"5";"1";"2";"8";"N";"0.47";"13.98";"9.35";"3.63";"1.68";"2";"MOL";"0";"37";"6";"1";"2";"513.3279";"BASE";"C29H41F2N5O";"Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1";"GSNHKUDZZFZSJB-QYOOZWMWSA-N"
"CHEMBL1237135";"MAPROTILINE HYDROCHLORIDE";"BA-34,276|BA-34276|Ludiomil|MAPROTILINE HCL|MAPROTILINE HYDROCHLORIDE|NSC-757085";"Small molecule";"4";"313.87";"48";"118";"4.21";"12.03";"1";"1";"0";"4";"N";"0.83";"None";"10.54";"4.37";"1.48";"2";"MOL";"0";"21";"1";"1";"0";"277.1830";"BASE";"C20H24ClN";"CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl";"NZDMFGKECODQRY-UHFFFAOYSA-N"
"CHEMBL553725";"";"";"Small molecule";"0";"222.68";"4";"8";"1.78";"37.53";"3";"1";"0";"1";"Y";"0.74";"None";"5.02";"1.30";"1.30";"2";"MOL";"-1";"14";"3";"1";"0";"186.0793";"NEUTRAL";"C11H11ClN2O";"Cl.c1ccc2oc(C3=NCCN3)cc2c1";"RFNFFVDVGWOSNZ-UHFFFAOYSA-N"
"CHEMBL211538";"AN-2718";"AN-2718|AN2718";"Small molecule";"1";"168.39";"14";"19";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"168.0149";"None";"C7H6BClO2";"OB1OCc2cc(Cl)ccc21";"HMAFTPZYFJFEHK-UHFFFAOYSA-N"
"CHEMBL13564";"";"";"Small molecule";"0";"346.21";"7";"37";"2.36";"32.34";"2";"1";"0";"6";"N";"0.80";"None";"9.04";"2.71";"1.06";"1";"MOL";"-1";"17";"3";"1";"0";"346.0542";"BASE";"C13H19IN2O";"CCN(CC)CCNC(=O)c1ccc(I)cc1";"HRVWCNMOEFNEON-UHFFFAOYSA-N"
"CHEMBL1700";"SOTALOL HYDROCHLORIDE";"BETA-CARDONE|BETAPACE AF|Betapace|DAROB|DL-MJ-1999|MJ 1999|MJ-1999|NSC-337251|NSC-760358|SOTACOR|SOTALEX|SOTALOL HCL|SOTALOL HYDROCHLORIDE|SOTYLIZE|Sorine";"Small molecule";"4";"308.83";"25";"95";"1.09";"78.43";"4";"3";"0";"6";"N";"0.72";"10.07";"9.43";"-0.40";"-2.12";"1";"MOL";"0";"18";"5";"3";"0";"272.1195";"BASE";"C12H21ClN2O3S";"CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl";"VIDRYROWYFWGSY-UHFFFAOYSA-N"
"CHEMBL657";"DIPHENHYDRAMINE";"Antitussive|Beldin|Belix|Benadryl|Benylin|DIPHENHDYRA|DIPHENHYDRAMINE|Dibenil|Diphen|Diphenhydramine|Hydramine|RESTAMIN|Silphen";"Small molecule";"4";"255.36";"161";"975";"3.35";"12.47";"2";"0";"0";"6";"N";"0.78";"None";"8.87";"3.65";"2.17";"2";"MOL";"0";"19";"2";"0";"0";"255.1623";"BASE";"C17H21NO";"CN(C)CCOC(c1ccccc1)c1ccccc1";"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"
"CHEMBL9298";"FADROZOLE";"CGS-16949A|FADROZOLE";"Small molecule";"0";"223.28";"14";"140";"2.68";"41.61";"3";"0";"0";"1";"Y";"0.75";"None";"6.87";"2.41";"2.33";"2";"MOL";"0";"17";"3";"0";"0";"223.1109";"NEUTRAL";"C14H13N3";"N#Cc1ccc(C2CCCc3cncn32)cc1";"CLPFFLWZZBQMAO-UHFFFAOYSA-N"
"CHEMBL1398683";"";"";"Small molecule";"0";"333.45";"23";"31";"3.93";"55.40";"4";"1";"0";"5";"N";"0.89";"6.61";"None";"4.28";"3.46";"1";"MOL";"-1";"23";"4";"1";"0";"333.1399";"NEUTRAL";"C18H23NO3S";"CC1(COc2ccc(C[C@H]3SC(=O)NC3=O)cc2)CCCCC1";"YZFWTZACSRHJQD-OAHLLOKOSA-N"
"CHEMBL1563246";"";"RP-49356";"Small molecule";"0";"330.47";"21";"46";"3.69";"54.37";"3";"1";"0";"1";"N";"0.80";"None";"None";"2.84";"2.84";"0";"MOL";"-1";"24";"3";"1";"0";"330.2195";"NEUTRAL";"C21H30O3";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C";"BFZHCUBIASXHPK-QJSKAATBSA-N"
"CHEMBL66092";"LAQUINIMOD";"ABR-215062|ABR-215062 FREE ACID|LAQUINIMOD|TV-5600 FREE ACID";"Small molecule";"3";"356.81";"6";"15";"3.56";"62.54";"4";"1";"0";"3";"N";"0.78";"5.02";"None";"2.55";"0.30";"3";"MOL";"0";"25";"5";"1";"0";"356.0928";"ACID";"C19H17ClN2O3";"CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1";"GKWPCEFFIHSJOE-UHFFFAOYSA-N"
"CHEMBL18794";"BIS(ETHYL)SPERMINE";"";"Small molecule";"0";"258.45";"31";"207";"0.95";"48.12";"4";"4";"0";"15";"N";"0.33";"None";"10.92";"0.12";"-7.83";"0";"MOL";"-1";"18";"4";"4";"0";"258.2783";"BASE";"C14H34N4";"CCNCCCNCCCCNCCCNCC";"PGMIWVSHZMWSSI-UHFFFAOYSA-N"
"CHEMBL14690";"CLOBENPROPIT";"Clobenpropit";"Small molecule";"0";"308.84";"36";"125";"3.45";"64.56";"3";"3";"0";"6";"N";"0.43";"None";"9.81";"3.13";"0.94";"2";"MOL";"-1";"20";"4";"3";"0";"308.0862";"BASE";"C14H17ClN4S";"N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1";"UCAIEVHKDLMIFL-UHFFFAOYSA-N"
"CHEMBL820";"BUSULFAN";"BUSILVEX|BUSULFAN|BUSULFANUM|Busulfan|Busulfex|LEUCOSULFAN|MYELOSAN|MYELOSANUM|Myleran|NCI-C01592|NSC-750|SULPHABUTIN";"Small molecule";"4";"246.31";"226";"1266";"-0.28";"86.74";"6";"0";"0";"7";"N";"0.45";"None";"None";"-0.76";"-0.76";"0";"MOL";"0";"14";"6";"0";"0";"246.0232";"None";"C6H14O6S2";"CS(=O)(=O)OCCCCOS(C)(=O)=O";"COVZYZSDYWQREU-UHFFFAOYSA-N"
"CHEMBL524";"METHOXAMINE";"METHOXAMINE|Methoxamine|NRL-001|NRL001|Vasoxyl";"Small molecule";"4";"211.26";"13";"23";"1.08";"64.71";"4";"2";"0";"4";"N";"0.78";"13.61";"9.28";"0.57";"-1.28";"1";"MOL";"0";"15";"4";"3";"0";"211.1208";"BASE";"C11H17NO3";"COc1ccc(OC)c(C(O)C(C)N)c1";"WJAJPNHVVFWKKL-UHFFFAOYSA-N"
"CHEMBL290960";"NIFURTIMOX";"BAY 2502|BAY A2502|BAY-2502|BAY-A2502|BAYER 2502|BAYER-2502|DNDI1613515|Lampit|NIFURTIMOX|NIFURTIMOXUM";"Small molecule";"4";"287.30";"61";"706";"0.64";"106.02";"7";"0";"0";"3";"N";"0.46";"None";"0.34";"-0.27";"-0.27";"1";"MOL";"0";"19";"8";"0";"0";"287.0576";"NEUTRAL";"C10H13N3O5S";"CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1";"ARFHIAQFJWUCFH-IZZDOVSWSA-N"
"CHEMBL294199";"CAPSAICIN";"ALGRX 4975|ALGRX-4975|AUSANIL|AXSAIN|CAPSAICIN|CAPZASIN-HP|CNTX-4975|DOLENON|FEMA NO. 3404|MIOTON|NGX-1998|NGX-4010|NSC-56353|OVOCAP|QUTENZA|RATDEN PE 40|TOGARASHI ORENJI|TRANS-CAPSAICIN|ZACIN|ZOSTRIX|ZOSTRIX HP";"Small molecule";"4";"305.42";"177";"775";"3.79";"58.56";"3";"2";"0";"9";"N";"0.54";"9.93";"None";"3.75";"3.75";"1";"MOL";"0";"22";"4";"2";"0";"305.1991";"NEUTRAL";"C18H27NO3";"COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O";"YKPUWZUDDOIDPM-SOFGYWHQSA-N"
"CHEMBL276815";"(S)-AMPA";"";"Small molecule";"0";"186.17";"40";"136";"-0.36";"109.58";"5";"3";"0";"3";"N";"0.59";"1.56";"7.80";"-2.33";"-3.23";"1";"MOL";"-1";"13";"6";"4";"0";"186.0641";"ACID";"C7H10N2O4";"Cc1onc(O)c1C[C@H](N)C(=O)O";"UUDAMDVQRQNNHZ-YFKPBYRVSA-N"
"CHEMBL2012582";"";"";"Small molecule";"0";"570.70";"6";"57";"3.44";"97.38";"9";"1";"1";"5";"N";"0.49";"12.18";"8.28";"2.42";"1.49";"3";"MOL";"-1";"42";"11";"1";"2";"570.3067";"NEUTRAL";"C31H38N8O3";"COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C";"IWMCPJZTADUIFX-UHFFFAOYSA-N"
"CHEMBL939";"GEFITINIB";"GEFITINIB|Iressa|NSC-759856|ZD-1839|ZD1839";"Small molecule";"4";"446.91";"1165";"4541";"4.28";"68.74";"7";"1";"0";"8";"N";"0.52";"None";"6.85";"3.75";"3.64";"3";"MOL";"0";"31";"7";"1";"0";"446.1521";"NEUTRAL";"C22H24ClFN4O3";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"XGALLCVXEZPNRQ-UHFFFAOYSA-N"
"CHEMBL2137199";"";"";"Small molecule";"0";"527.48";"11";"35";"5.52";"39.60";"4";"1";"2";"6";"N";"0.43";"7.17";"7.83";"4.27";"4.40";"3";"MOL";"-1";"37";"4";"1";"2";"527.1808";"NEUTRAL";"C26H24F7N3O";"OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F";"KVHKWAZUPPBMLL-UHFFFAOYSA-N"
"CHEMBL291157";"ROSOXACIN";"ACROSOXACIN|Acrosoxacin|ERACINE|ERADACIL|ERADACIN|ERADICIN|NSC-146617|ROSOXACIN|Roxadyl|WIN 35,213|WIN-35213|WINOXACIN|WINURON";"Small molecule";"4";"294.31";"12";"32";"2.78";"72.19";"4";"1";"0";"3";"N";"0.81";"6.00";"4.89";"1.89";"0.71";"3";"MOL";"0";"22";"5";"1";"0";"294.1004";"ACID";"C17H14N2O3";"CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21";"XBPZXDSZHPDXQU-UHFFFAOYSA-N"
"CHEMBL1200453";"DOCOSANOL";"Abreva|BEHENIC ALCOHOL|BEHENYL ALCOHOL|DOCOSANOL|Docosanol|LIDAKOL|N-DOCOSANOL|NSC-8407|STENOL 1822";"Small molecule";"4";"326.61";"6";"21";"7.80";"20.23";"1";"1";"1";"20";"N";"0.23";"None";"None";"8.81";"8.81";"0";"MOL";"0";"23";"1";"1";"1";"326.3549";"NEUTRAL";"C22H46O";"CCCCCCCCCCCCCCCCCCCCCCO";"NOPFSRXAKWQILS-UHFFFAOYSA-N"
"CHEMBL404849";"SULOCTIDIL";"BEMPERIL|CEREBRO|CIRCLETON|CP-556S|DULASI|DULOCTIL|EUVASAL|FLUVERSIN|FLUVISCO|HEMOANTIN|IANGENE|LOCTIDON|LOCTON|MJF 12637|MJF-12637|OCTAMET|POLIVASAL|SUDIL|SULOCTIDIL|SULOCTON|SULODENE";"Small molecule";"4";"337.57";"23";"66";"5.56";"32.26";"3";"2";"1";"12";"N";"0.39";"13.87";"9.76";"5.61";"3.31";"1";"MOL";"0";"23";"2";"2";"1";"337.2439";"BASE";"C20H35NOS";"CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1";"BFCDFTHTSVTWOG-UHFFFAOYSA-N"
"CHEMBL145";"CAFFEIC ACID";"2-PROPENOIC ACID, 3-(3,4-DIHYDROXYPHENYL)-, (2E)-|CAFFEIC ACID|CINNAMIC ACID, 3,4-DIHYDROXY-|NSC-57197|NSC-623438|TRANS-3,4-DIHYDROXYCINNAMIC ACID|TRANS-CAFFEIC ACID|trans-Caffeate";"Small molecule";"3";"180.16";"243";"741";"1.20";"77.76";"3";"3";"0";"2";"N";"0.47";"3.45";"None";"1.53";"-1.87";"1";"MOL";"0";"13";"4";"3";"0";"180.0423";"ACID";"C9H8O4";"O=C(O)/C=C/c1ccc(O)c(O)c1";"QAIPRVGONGVQAS-DUXPYHPUSA-N"
"CHEMBL44354";"CEFTAZIDIME";"CEFTAZIDIME|CEFTAZIDIME ANHYDROUS|CEFTAZIDIME HYDRATE|CEFTAZIDIME PENTAHYDRATE|CEPTAZ|Ceftazidime (arginine formulation)|Ceptaz|Fortam|Fortaz|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|NSC-759260|PENTACEF|Pentacef|Tazicef|Tazidime";"Small molecule";"4";"546.59";"208";"5503";"-1.30";"191.22";"11";"3";"2";"9";"N";"0.15";"2.51";"3.94";"-4.16";"-6.94";"2";"MOL";"0";"37";"13";"4";"2";"546.0991";"ACID";"C22H22N6O7S2";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O";"ORFOPKXBNMVMKC-DWVKKRMSSA-N"
"CHEMBL1230020";"PLX-4720";"PLX-4720";"Small molecule";"0";"413.83";"958";"1852";"3.88";"91.92";"4";"2";"0";"6";"N";"0.60";"8.87";"0.75";"2.98";"2.96";"3";"MOL";"-1";"27";"6";"2";"0";"413.0412";"NEUTRAL";"C17H14ClF2N3O3S";"CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F";"YZDJQTHVDDOVHR-UHFFFAOYSA-N"
"CHEMBL575060";"GLUTAMIC ACID";"E 620|E-620|E620|FEMA NO. 3285|GLUTAMIC ACID|GLUTAMIC ACID, L-|GLUTAMIDEX|INS NO.620|INS-620|L-2-AMINO-PENTANEDIOIC ACID|L-ALPHA-AMINOGLUTARIC ACID|L-GLUTAMIC ACID|L-Glutamate|NSC-143503";"Small molecule";"3";"147.13";"97";"518";"-0.74";"100.62";"3";"3";"0";"4";"N";"0.49";"1.88";"9.54";"-3.24";"-6.18";"0";"MOL";"0";"10";"5";"4";"0";"147.0532";"ZWITTERION";"C5H9NO4";"N[C@@H](CCC(=O)O)C(=O)O";"WHUUTDBJXJRKMK-VKHMYHEASA-N"
"CHEMBL99";"TRICHOSTATIN";"A-300-I|ANTIBIOTIC A-300|GNF-Pf-1011|TRICHOSTATIN|TRICHOSTATIN(S)";"Small molecule";"1";"302.37";"134";"1098";"2.58";"69.64";"4";"2";"0";"6";"N";"0.28";"9.57";"3.36";"2.41";"2.41";"1";"MOL";"0";"22";"5";"2";"0";"302.1630";"NEUTRAL";"C17H22N2O3";"CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1";"RTKIYFITIVXBLE-QEQCGCAPSA-N"
"CHEMBL259389";"QUINOXALINE1";"Quinoxaline1";"Small molecule";"0";"185.19";"327";"629";"1.09";"80.48";"4";"2";"0";"0";"N";"0.55";"13.74";"2.83";"1.14";"1.14";"3";"MOL";"-1";"14";"5";"3";"0";"185.0701";"NEUTRAL";"C9H7N5";"Nc1n[nH]c2nc3ccccc3nc12";"DWHVZCLBMTZRQM-UHFFFAOYSA-N"
"CHEMBL1015";"EVANS BLUE";"";"Small molecule";"4";"872.89";"72";"82";"6.67";"359.42";"16";"8";"4";"9";"N";"0.04";"-3.48";"0.83";"-2.69";"-3.61";"6";"MOL";"0";"58";"20";"10";"4";"872.0546";"ACID";"C34H28N6O14S4";"Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O";"COXVTLYNGOIATD-HVMBLDELSA-N"
"CHEMBL1200379";"APRACLONIDINE HYDROCHLORIDE";"AL-02145|AL02145|APLONIDINE HYDROCHLORIDE|APRACLONIDINE HCL|APRACLONIDINE HYDROCHLORIDE|Iopidine";"Small molecule";"4";"281.57";"11";"16";"1.76";"62.44";"2";"3";"0";"1";"N";"0.66";"None";"9.71";"1.21";"-0.16";"1";"MOL";"0";"15";"4";"4";"0";"244.0283";"BASE";"C9H11Cl3N4";"Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1";"OTQYGBJVDRBCHC-UHFFFAOYSA-N"
"CHEMBL190";"THEOPHYLLINE";"ACCURBRON|AEROLATE|AEROLATE III|AEROLATE JR|AEROLATE SR|AQUAPHYLLIN|BRONKODYL|DIMETHYLXANTHINE|DOXOPHYLLINE METABOLITE M3|DURAPHYL|ELIXICON|ELIXOMIN|ELIXOPHYLLIN SR|Elixophyllin|LABID|LANOPHYLLIN|LASMA|NSC-2066|NSC-757346|NUELIN|NUELIN SA|NUELIN SA-250|PRO-VENT|QUIBRON-T|QUIBRON-T/SR|Quibron|Respbid|SLO-BID|SLO-PHYLLIN|SOMOPHYLLIN-CRT|SOMOPHYLLIN-T|SUSTAIRE|T-PHYL|THEO-DUR|THEOBID|THEOBID JR.|THEOCLEAR L.A.-130|THEOCLEAR L.A.-260|THEOCLEAR-100|THEOCLEAR-200|THEOCLEAR-80|THEOGRAD|THEOLAIR|THEOLIXIR|THEOPHYL|THEOPHYL-225|THEOPHYL-SR|THEOPHYLLINE|THEOPHYLLINE ANHYDROUS|THEOPHYLLINE MELTING POINT STANDARD|THEOPHYLLINE MONOHYDRATE|THEOPHYLLINE, ANHYDROUS|THEOPHYLLINE,ANHYDROUS|THEOPHYLLINE-SR|THEOVENT|Theo-24|Theochron|Theocin|Theolair-sr|Theophylline|UNI-DUR|UNIPHYLLIN CONTINUS|Uniphyl";"Small molecule";"4";"180.17";"285";"2912";"-1.04";"72.68";"5";"1";"0";"0";"N";"0.56";"8.44";"2.44";"-0.81";"-0.84";"2";"MOL";"0";"13";"6";"1";"0";"180.0647";"NEUTRAL";"C7H8N4O2";"Cn1c(=O)c2nc[nH]c2n(C)c1=O";"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"
"CHEMBL838";"BENAZEPRIL";"BENAZEPRIL|BENAZEPRIL SANDOZ|BRIEM|Benazepril|C09AA07|CGS-14824A|CIBACEN WS|CIBACENE|FORTEEKOR|Lotensin|Lotrel";"Small molecule";"4";"424.50";"120";"669";"2.57";"95.94";"5";"2";"0";"9";"N";"0.60";"3.53";"5.36";"1.54";"0.07";"2";"MOL";"0";"31";"7";"2";"0";"424.1998";"ACID";"C24H28N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O";"XPCFTKFZXHTYIP-PMACEKPBSA-N"
"CHEMBL508112";"BENZOTHIAZYL DISULFIDE";"BI-87F4";"Small molecule";"0";"332.50";"131";"604";"5.71";"25.78";"6";"0";"1";"3";"N";"0.45";"None";"0.77";"6.22";"6.22";"4";"MOL";"-1";"20";"2";"0";"1";"331.9570";"NEUTRAL";"C14H8N2S4";"c1ccc2sc(SSc3nc4ccccc4s3)nc2c1";"AFZSMODLJJCVPP-UHFFFAOYSA-N"
"CHEMBL1314409";"";"";"Small molecule";"0";"223.75";"12";"15";"2.18";"3.24";"1";"0";"0";"4";"N";"0.65";"None";"8.67";"2.85";"1.55";"1";"MOL";"-1";"14";"1";"0";"0";"187.1361";"BASE";"C13H18ClN";"C#CCN(C)C(C)Cc1ccccc1.Cl";"IYETZZCWLLUHIJ-UHFFFAOYSA-N"
"CHEMBL90882";"";"";"Small molecule";"0";"326.83";"27";"50";"4.19";"15.71";"3";"0";"0";"1";"N";"0.78";"None";"7.39";"3.72";"3.42";"2";"MOL";"-1";"23";"3";"0";"0";"326.1186";"NEUTRAL";"C19H19ClN2O";"CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1";"OTKUTGIVEREJLL-UHFFFAOYSA-N"
"CHEMBL1768";"BETHANECHOL CHLORIDE";"BETHANECHOL CHLORIDE|Bethanechol Chloride|CARBAMYLMETHYLCHOLINE CHLORIDE|Duvoid|MYOCHOLINE|MYOTONINE|Myotonachol|NSC-30783|Urecholine";"Small molecule";"4";"196.68";"21";"34";"0.18";"52.32";"2";"1";"0";"3";"Y";"0.60";"None";"None";"-4.14";"-4.14";"0";"MOL";"0";"11";"4";"2";"0";"161.1285";"NEUTRAL";"C7H17ClN2O2";"CC(C[N+](C)(C)C)OC(N)=O.[Cl-]";"XXRMYXBSBOVVBH-UHFFFAOYSA-N"
"CHEMBL19611";"ILOMASTAT";"GALARDIN|GM6001|ILOMASTAT";"Small molecule";"0";"388.47";"35";"160";"1.50";"123.32";"4";"5";"0";"9";"N";"0.33";"8.90";"None";"1.15";"1.13";"2";"MOL";"0";"28";"8";"5";"0";"388.2111";"NEUTRAL";"C20H28N4O4";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C";"NITYDPDXAAFEIT-DYVFJYSZSA-N"
"CHEMBL1204354";"";"";"Small molecule";"0";"329.81";"5";"8";"0.00";"120.96";"4";"4";"0";"5";"N";"0.35";"10.04";"11.48";"-0.93";"-2.85";"2";"MOL";"-1";"20";"7";"5";"0";"293.0946";"BASE";"C12H16ClN5O2S";"Cl.N=C(N)NCCNS(=O)(=O)c1cccc2cnccc12";"GUGJQAFPKZZOIV-UHFFFAOYSA-N"
